symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2020-12-29 00:00:00+00:00,134.87,138.789,134.3409,138.05,121047324,132.0326978795,135.8692526581,131.5147287206,135.1457992308,121047324,0.0,1.0
AAPL,2020-12-30 00:00:00+00:00,133.72,135.99,133.4,135.58,96452124,130.906890787,133.1291360912,130.5936227265,132.7277613887,96452124,0.0,1.0
AAPL,2020-12-31 00:00:00+00:00,132.69,134.74,131.72,134.08,99116586,129.8985592172,131.9054327299,128.9489654088,131.2593173551,99116586,0.0,1.0
AAPL,2021-01-04 00:00:00+00:00,129.41,133.6116,126.76,133.52,143301887,126.6875615969,130.8007712315,124.0933104708,130.7110982492,143301887,0.0,1.0
AAPL,2021-01-05 00:00:00+00:00,131.01,131.74,128.43,128.89,97664898,128.2539018995,128.9685446626,125.7281781616,126.1785009986,97664898,0.0,1.0
AAPL,2021-01-06 00:00:00+00:00,126.6,131.0499,126.382,127.72,155087970,123.9366764406,128.2929625108,123.7232625743,125.0331146524,155087970,0.0,1.0
AAPL,2021-01-07 00:00:00+00:00,130.92,131.63,127.86,128.36,109578157,128.1657952575,128.8608587668,125.1701694288,125.6596507734,109578157,0.0,1.0
AAPL,2021-01-08 00:00:00+00:00,132.05,132.63,130.23,132.43,105158245,129.2720230962,129.8398214559,127.490311002,129.644028918,105158245,0.0,1.0
AAPL,2021-01-11 00:00:00+00:00,128.98,130.17,128.5,129.19,100620880,126.2666076406,127.4315732407,125.7967055499,126.4721898053,100620880,0.0,1.0
AAPL,2021-01-12 00:00:00+00:00,128.8,129.69,126.86,128.5,90440255,126.0903943566,126.9616711499,124.1912067397,125.7967055499,90440255,0.0,1.0
AAPL,2021-01-13 00:00:00+00:00,130.89,131.45,128.49,128.76,88636831,128.1364263768,128.6846454827,125.786915923,126.051235849,88636831,0.0,1.0
AAPL,2021-01-14 00:00:00+00:00,128.91,131.0,128.76,130.8,90221755,126.1980802524,128.2441122726,126.051235849,128.0483197348,90221755,0.0,1.0
AAPL,2021-01-15 00:00:00+00:00,127.14,130.2242,127.0,128.78,111598531,124.4653162927,127.4846330184,124.3282615162,126.0708151028,111598531,0.0,1.0
AAPL,2021-01-19 00:00:00+00:00,127.83,128.71,126.938,127.78,90757329,125.1408005482,126.0022877146,124.2675658295,125.0918524137,90757329,0.0,1.0
AAPL,2021-01-20 00:00:00+00:00,132.03,132.49,128.55,128.66,104319489,129.2524438424,129.7027666794,125.8456536843,125.9533395801,104319489,0.0,1.0
AAPL,2021-01-21 00:00:00+00:00,136.87,139.67,133.59,133.8,120529544,133.9906232577,136.7317187872,130.7796256374,130.9852078021,120529544,0.0,1.0
AAPL,2021-01-22 00:00:00+00:00,139.07,139.85,135.02,136.28,114459360,136.1443411737,136.9079320712,132.1795422828,133.4130352711,114459360,0.0,1.0
AAPL,2021-01-25 00:00:00+00:00,142.92,145.09,136.54,143.07,157611713,139.9133475267,142.0376965621,133.6675655703,140.0601919301,157611713,0.0,1.0
AAPL,2021-01-26 00:00:00+00:00,143.16,144.3,141.37,143.6,98390555,140.1482985721,141.2643160377,138.3959553586,140.5790421553,98390555,0.0,1.0
AAPL,2021-01-27 00:00:00+00:00,142.06,144.3,140.41,143.43,140843759,139.0714396141,141.2643160377,137.4561511771,140.4126184982,140843759,0.0,1.0
AAPL,2021-01-28 00:00:00+00:00,137.09,141.99,136.7,139.52,142621128,134.2059950493,139.0029122259,133.8241996005,136.5848743838,142621128,0.0,1.0
AAPL,2021-01-29 00:00:00+00:00,131.96,136.74,130.21,135.83,177523812,129.1839164542,133.8633581081,127.4707317482,132.972502061,177523812,0.0,1.0
AAPL,2021-02-01 00:00:00+00:00,134.14,135.38,130.93,133.75,106239823,131.3180551164,132.5319688509,128.1755848844,130.9362596677,106239823,0.0,1.0
AAPL,2021-02-02 00:00:00+00:00,134.99,136.31,134.61,135.73,82266419,132.1501734021,133.4424041518,131.7781675803,132.8746057921,82266419,0.0,1.0
AAPL,2021-02-03 00:00:00+00:00,133.94,135.77,133.61,135.76,89880937,131.1222625786,132.9137642996,130.7992048912,132.9039746728,89880937,0.0,1.0
AAPL,2021-02-04 00:00:00+00:00,137.39,137.4,134.59,136.3,84183061,134.499683856,134.5094734829,131.7585883265,133.4326145249,84183061,0.0,1.0
AAPL,2021-02-05 00:00:00+00:00,136.76,137.42,135.86,137.35,75693830,134.0836247131,134.7307085996,133.2012375952,134.6620784904,75693830,0.205,1.0
AAPL,2021-02-08 00:00:00+00:00,136.91,136.96,134.92,136.03,71297214,134.2306892328,134.2797107393,132.2796332721,133.3679107175,71297214,0.0,1.0
AAPL,2021-02-09 00:00:00+00:00,136.01,137.877,135.85,136.62,75986989,133.3483021149,135.1787651694,133.1914332939,133.9463644948,75986989,0.0,1.0
AAPL,2021-02-10 00:00:00+00:00,135.39,136.99,134.4,136.48,72647988,132.7404354337,134.3091236433,131.769809604,133.8091042765,72647988,0.0,1.0
AAPL,2021-02-11 00:00:00+00:00,135.13,136.39,133.77,135.9,64280029,132.4855235996,133.7208655647,131.1521386215,133.2404548005,64280029,0.0,1.0
AAPL,2021-02-12 00:00:00+00:00,135.37,135.53,133.6921,134.35,60145130,132.7208268311,132.877695652,131.0757631143,131.7207880975,60145130,0.0,1.0
AAPL,2021-02-16 00:00:00+00:00,133.19,136.01,132.79,135.49,80576316,130.5834891455,133.3483021149,130.1913170931,132.8384784468,80576316,0.0,1.0
AAPL,2021-02-17 00:00:00+00:00,130.84,132.22,129.47,131.25,97372199,128.2794783377,129.6324719185,126.9362890583,128.6814546914,97372199,0.0,1.0
AAPL,2021-02-18 00:00:00+00:00,129.71,129.995,127.41,129.2,96856748,127.1715922897,127.451014877,124.9166029884,126.6715729229,96856748,0.0,1.0
AAPL,2021-02-19 00:00:00+00:00,129.87,130.71,128.8,130.24,87668834,127.3284611107,128.1520224207,126.2794008705,127.6912202591,87668834,0.0,1.0
AAPL,2021-02-22 00:00:00+00:00,126.0,129.72,125.6,128.01,102886922,123.5341965038,127.181396591,123.1420244514,125.504861067,102886922,0.0,1.0
AAPL,2021-02-23 00:00:00+00:00,125.86,126.71,118.39,123.76,158273022,123.3969362854,124.2303018968,116.073123207,121.3380330104,158273022,0.0,1.0
AAPL,2021-02-24 00:00:00+00:00,125.35,125.56,122.23,124.94,111039904,122.8969169186,123.1028072461,119.83797491,122.4949405649,111039904,0.0,1.0
AAPL,2021-02-25 00:00:00+00:00,120.99,126.4585,120.54,124.68,144766924,118.6222415475,123.9837237188,118.1810479886,122.2400287309,144766924,0.0,1.0
AAPL,2021-02-26 00:00:00+00:00,121.26,124.85,121.2,122.59,163424672,118.8869576829,122.4067018531,118.828131875,120.1909297571,163424672,0.0,1.0
AAPL,2021-03-01 00:00:00+00:00,127.79,127.93,122.79,123.75,116307892,125.2891664382,125.4264266566,120.3870157833,121.328228709,116307892,0.0,1.0
AAPL,2021-03-02 00:00:00+00:00,125.12,128.72,125.01,128.41,102260945,122.6714179885,126.20096646,122.5635706741,125.8970331194,102260945,0.0,1.0
AAPL,2021-03-03 00:00:00+00:00,122.06,125.71,121.84,124.81,112966340,119.6713017877,123.2498717658,119.4556071589,122.3674846479,112966340,0.0,1.0
AAPL,2021-03-04 00:00:00+00:00,120.13,123.6,118.62,121.75,178154975,117.7790716349,121.1811641894,116.2986221371,119.3673684471,178154975,0.0,1.0
AAPL,2021-03-05 00:00:00+00:00,121.42,121.935,117.57,120.98,153766601,119.0438265039,119.5487480213,115.2691704996,118.6124372462,153766601,0.0,1.0
AAPL,2021-03-08 00:00:00+00:00,116.36,121.0,116.21,120.93,154376610,114.0828500411,118.6320458488,113.9357855214,118.5634157397,154376610,0.0,1.0
AAPL,2021-03-09 00:00:00+00:00,121.085,122.06,118.79,119.03,129525780,118.71538241,119.6713017877,116.4652952594,116.7005984908,129525780,0.0,1.0
AAPL,2021-03-10 00:00:00+00:00,119.98,122.17,119.45,121.69,111943326,117.6320071152,119.7791491021,117.1123791458,119.3085426392,111943326,0.0,1.0
AAPL,2021-03-11 00:00:00+00:00,121.96,123.21,121.26,122.54,103026514,119.5732587746,120.7987964383,118.8869576829,120.1419082506,103026514,0.0,1.0
AAPL,2021-03-12 00:00:00+00:00,121.03,121.17,119.16,120.4,88105050,118.6614587528,118.7987189711,116.8280544078,118.0437877703,88105050,0.0,1.0
AAPL,2021-03-15 00:00:00+00:00,123.99,124.0,120.42,121.41,92590555,121.5635319405,121.5733362418,118.0633963729,119.0340222025,92590555,0.0,1.0
AAPL,2021-03-16 00:00:00+00:00,125.57,127.22,124.715,125.7,115227936,123.1126115474,124.7303212636,122.2743437854,123.2400674645,115227936,0.0,1.0
AAPL,2021-03-17 00:00:00+00:00,124.76,125.8599,122.336,124.05,111932636,122.3184631413,123.3968382424,119.9419005038,121.6223577483,111932636,0.0,1.0
AAPL,2021-03-18 00:00:00+00:00,120.53,123.18,120.32,122.88,121469755,118.1712436873,120.7693835344,117.9653533598,120.4752544951,121469755,0.0,1.0
AAPL,2021-03-19 00:00:00+00:00,119.99,121.43,119.675,119.9,185549522,117.6418114166,119.0536308052,117.3329759253,117.5535727048,185549522,0.0,1.0
AAPL,2021-03-22 00:00:00+00:00,123.39,123.87,120.26,120.33,111912284,120.9752738619,121.4458803248,117.9065275519,117.9751576611,111912284,0.0,1.0
AAPL,2021-03-23 00:00:00+00:00,122.54,124.24,122.14,123.33,95467142,120.1419082506,121.8086394732,119.7497361982,120.916448054,95467142,0.0,1.0
AAPL,2021-03-24 00:00:00+00:00,120.09,122.9,120.065,122.82,88530485,117.7398544297,120.4948630977,117.7153436764,120.4164286872,88530485,0.0,1.0
AAPL,2021-03-25 00:00:00+00:00,120.59,121.66,119.0,119.54,98844681,118.2300694951,119.2791297353,116.6711855869,117.2006178576,98844681,0.0,1.0
AAPL,2021-03-26 00:00:00+00:00,121.21,121.48,118.92,120.35,94071234,118.8379361764,119.1026523117,116.5927511764,117.9947662637,94071234,0.0,1.0
AAPL,2021-03-29 00:00:00+00:00,121.39,122.58,120.7299,121.65,80819203,119.0144135999,120.1811254558,118.3672316705,119.269325434,80819203,0.0,1.0
AAPL,2021-03-30 00:00:00+00:00,119.9,120.4031,118.86,120.11,85671919,117.5535727048,118.0468271037,116.5339253685,117.7594630323,85671919,0.0,1.0
AAPL,2021-03-31 00:00:00+00:00,122.15,123.52,121.15,121.65,118323826,119.7595404995,121.1027297789,118.7791103685,119.269325434,118323826,0.0,1.0
AAPL,2021-04-01 00:00:00+00:00,123.0,124.18,122.49,123.66,75089134,120.5929061108,121.7498136654,120.092886744,121.2399899973,75089134,0.0,1.0
AAPL,2021-04-05 00:00:00+00:00,125.9,126.1601,123.07,123.87,88651175,123.4361534907,123.6911633677,120.66153622,121.4458803248,88651175,0.0,1.0
AAPL,2021-04-06 00:00:00+00:00,126.21,127.13,125.65,126.5,80171253,123.7400868313,124.6420825518,123.1910459579,124.0244115692,80171253,0.0,1.0
AAPL,2021-04-07 00:00:00+00:00,127.9,127.92,125.14,125.83,83466716,125.3970137526,125.4166223552,122.6910265911,123.3675233815,83466716,0.0,1.0
AAPL,2021-04-08 00:00:00+00:00,130.36,130.39,128.52,128.95,88844591,127.8088718748,127.8382847788,126.0048804338,126.4264653902,88844591,0.0,1.0
AAPL,2021-04-09 00:00:00+00:00,132.995,133.04,129.47,129.8,106686703,130.39230527,130.4364246259,126.9362890583,127.2598310015,106686703,0.0,1.0
AAPL,2021-04-12 00:00:00+00:00,131.24,132.85,130.63,132.52,91419983,128.6716503901,130.250142901,128.0735880102,129.9266009578,91419983,0.0,1.0
AAPL,2021-04-13 00:00:00+00:00,134.43,134.66,131.93,132.44,91266545,131.7992225079,132.0247214381,129.3481471805,129.8481665473,91266545,0.0,1.0
AAPL,2021-04-14 00:00:00+00:00,132.03,135.0,131.655,134.94,87222782,129.4461901936,132.3580676826,129.0785288945,132.2992418747,87222782,0.0,1.0
AAPL,2021-04-15 00:00:00+00:00,134.5,135.0,133.64,133.82,89347102,131.8678526171,132.3580676826,131.0246827045,131.201160128,89347102,0.0,1.0
AAPL,2021-04-16 00:00:00+00:00,134.16,134.67,133.28,134.3,84922386,131.5345063726,132.0345257394,130.6717278573,131.6717665909,84922386,0.0,1.0
AAPL,2021-04-19 00:00:00+00:00,134.84,135.47,133.34,133.51,94264215,132.2011988616,132.8188698442,130.7305536652,130.8972267874,94264215,0.0,1.0
AAPL,2021-04-20 00:00:00+00:00,133.11,135.53,131.81,135.02,94812349,130.505054735,132.877695652,129.2304955648,132.3776762852,94812349,0.0,1.0
AAPL,2021-04-21 00:00:00+00:00,133.5,133.75,131.3001,132.36,68847136,130.8874224861,131.1325300189,128.730574241,129.7697321368,68847136,0.0,1.0
AAPL,2021-04-22 00:00:00+00:00,131.94,134.15,131.41,133.04,84566456,129.3579514818,131.5247020713,128.8383235124,130.4364246259,84566456,0.0,1.0
AAPL,2021-04-23 00:00:00+00:00,134.32,135.12,132.16,132.16,78756779,131.6913751935,132.4757192983,129.5736461106,129.5736461106,78756779,0.0,1.0
AAPL,2021-04-26 00:00:00+00:00,134.72,135.06,133.56,134.83,66905069,132.0835472459,132.4168934905,130.946248294,132.1913945603,66905069,0.0,1.0
AAPL,2021-04-27 00:00:00+00:00,134.39,135.41,134.11,135.01,66015804,131.7600053027,132.7600440363,131.485484866,132.3678719839,66015804,0.0,1.0
AAPL,2021-04-28 00:00:00+00:00,133.58,135.02,133.08,134.31,107760097,130.9658568966,132.3776762852,130.4756418311,131.6815708922,107760097,0.0,1.0
AAPL,2021-04-29 00:00:00+00:00,133.48,137.07,132.45,136.47,151100953,130.8678138835,134.3875580537,129.8579708486,133.7992999751,151100953,0.0,1.0
AAPL,2021-04-30 00:00:00+00:00,131.46,133.56,131.065,131.78,109839466,128.8873450189,130.946248294,128.5000751172,129.2010826608,109839466,0.0,1.0
AAPL,2021-05-03 00:00:00+00:00,132.54,134.07,131.83,132.04,75135100,129.9462095604,131.4462676608,129.2501041674,129.4559944949,75135100,0.0,1.0
AAPL,2021-05-04 00:00:00+00:00,127.85,131.4899,126.7,131.19,137564718,125.3479922461,128.9166598798,124.2204975954,128.6226288836,137564718,0.0,1.0
AAPL,2021-05-05 00:00:00+00:00,128.1,130.45,127.97,129.2,84000900,125.5930997788,127.8971105866,125.4656438618,126.6715729229,84000900,0.0,1.0
AAPL,2021-05-06 00:00:00+00:00,129.74,129.75,127.13,127.89,78128334,127.2010051936,127.2108094949,124.6420825518,125.3872094513,78128334,0.0,1.0
AAPL,2021-05-07 00:00:00+00:00,130.21,131.2582,129.475,130.85,78973273,127.877501984,128.9069252048,127.1556683003,128.5060374365,78973273,0.22,1.0
AAPL,2021-05-10 00:00:00+00:00,126.85,129.54,126.81,129.41,88071229,124.5776908584,127.2195039322,124.5384073926,127.0918326684,88071229,0.0,1.0
AAPL,2021-05-11 00:00:00+00:00,125.91,126.27,122.77,123.5,126142826,123.6545294125,124.0080806046,120.5707773487,121.2877005992,126142826,0.0,1.0
AAPL,2021-05-12 00:00:00+00:00,122.77,124.64,122.25,123.4,112172282,120.5707773487,122.407279374,120.0600922936,121.1894919348,112172282,0.0,1.0
AAPL,2021-05-13 00:00:00+00:00,124.97,126.15,124.26,124.58,105861339,122.7313679667,123.8902302072,122.0340864491,122.3483541753,105861339,0.0,1.0
AAPL,2021-05-14 00:00:00+00:00,127.45,127.89,125.85,126.25,81917951,125.1669428451,125.5990609687,123.5956042139,123.9884388717,81917951,0.0,1.0
AAPL,2021-05-17 00:00:00+00:00,126.27,126.93,125.17,126.82,74244624,124.0080806046,124.65625779,122.9277852956,124.5482282591,74244624,0.0,1.0
AAPL,2021-05-18 00:00:00+00:00,124.85,126.99,124.78,126.56,63342929,122.6135175693,124.7151829886,122.5447715042,124.2928857315,63342929,0.0,1.0
AAPL,2021-05-19 00:00:00+00:00,124.69,124.915,122.86,123.16,92611989,122.4563837062,122.6773532012,120.6591651467,120.9537911401,92611989,0.0,1.0
AAPL,2021-05-20 00:00:00+00:00,127.31,127.72,125.1,125.23,76857123,125.0294507149,125.4321062391,122.8590392305,122.9867104943,76857123,0.0,1.0
AAPL,2021-05-21 00:00:00+00:00,125.43,128.0,125.21,127.82,79295436,123.1831278232,125.7070904996,122.9670687614,125.5303149036,79295436,0.0,1.0
AAPL,2021-05-24 00:00:00+00:00,127.1,127.94,125.94,126.01,63092945,124.8232125195,125.6481653009,123.6839920119,123.752738077,63092945,0.0,1.0
AAPL,2021-05-25 00:00:00+00:00,126.9,128.32,126.32,127.82,72009482,124.6267951906,126.0213582258,124.0571849368,125.5303149036,72009482,0.0,1.0
AAPL,2021-05-26 00:00:00+00:00,126.85,127.39,126.42,126.955,56575920,124.5776908584,125.1080176464,124.1553936012,124.6808099561,56575920,0.0,1.0
AAPL,2021-05-27 00:00:00+00:00,125.28,127.64,125.08,126.44,94625601,123.0358148265,125.3535393076,122.8393974976,124.1750353341,94625601,0.0,1.0
AAPL,2021-05-28 00:00:00+00:00,124.61,125.8,124.55,125.57,71311109,122.3778167747,123.5464998816,122.318891576,123.3206199534,71311109,0.0,1.0
AAPL,2021-06-01 00:00:00+00:00,124.28,125.35,123.94,125.08,67637118,122.053728182,123.1045608916,121.7198187228,122.8393974976,67637118,0.0,1.0
AAPL,2021-06-02 00:00:00+00:00,125.06,125.24,124.05,124.28,59278862,122.8197557647,122.9965313607,121.8278482537,122.053728182,59278862,0.0,1.0
AAPL,2021-06-03 00:00:00+00:00,123.54,124.85,123.13,124.68,76229170,121.326984065,122.6135175693,120.9243285407,122.4465628398,76229170,0.0,1.0
AAPL,2021-06-04 00:00:00+00:00,125.89,126.16,123.85,124.07,75169343,123.6348876796,123.9000510737,121.6314309248,121.8474899866,75169343,0.0,1.0
AAPL,2021-06-07 00:00:00+00:00,125.9,126.32,124.8321,126.17,71057550,123.6447085461,124.0571849368,122.5959382184,123.9098719401,71057550,0.0,1.0
AAPL,2021-06-08 00:00:00+00:00,126.74,128.46,126.2101,126.6,74403774,124.4696613275,126.1588503561,123.9492536146,124.3321691973,74403774,0.0,1.0
AAPL,2021-06-09 00:00:00+00:00,127.13,127.75,126.52,127.21,56877937,124.8526751189,125.4615688385,124.2536022657,124.9312420504,56877937,0.0,1.0
AAPL,2021-06-10 00:00:00+00:00,126.11,128.19,125.94,127.02,71186421,123.8509467414,125.8936869621,123.6839920119,124.744645588,71186421,0.0,1.0
AAPL,2021-06-11 00:00:00+00:00,127.35,127.44,126.1,126.53,53522373,125.0687341807,125.1571219787,123.841125875,124.2634231321,53522373,0.0,1.0
AAPL,2021-06-14 00:00:00+00:00,130.48,130.54,127.07,127.82,96906490,128.142665378,128.2015905767,124.7937499202,125.5303149036,96906490,0.0,1.0
AAPL,2021-06-15 00:00:00+00:00,129.64,130.6,129.39,129.94,62746332,127.3177125966,128.2605157754,127.0721909355,127.61233859,62746332,0.0,1.0
AAPL,2021-06-16 00:00:00+00:00,130.15,130.89,128.461,130.37,91339351,127.8185767853,128.5453209023,126.1598324427,128.0346358471,91339351,0.0,1.0
AAPL,2021-06-17 00:00:00+00:00,131.79,132.55,129.65,129.8,96721669,129.4291988824,130.1755847322,127.3275334631,127.4748464598,96721669,0.0,1.0
AAPL,2021-06-18 00:00:00+00:00,130.46,131.51,130.24,130.71,108953309,128.1230236451,129.1542146219,127.9069645833,128.3685453063,108953309,0.0,1.0
AAPL,2021-06-21 00:00:00+00:00,132.3,132.41,129.21,130.3,79663316,129.9300630711,130.038092602,126.8954153395,127.965889782,79663316,0.0,1.0
AAPL,2021-06-22 00:00:00+00:00,133.98,134.08,131.62,132.13,74783618,131.5799686339,131.6781772983,129.2622441528,129.7631083415,74783618,0.0,1.0
AAPL,2021-06-23 00:00:00+00:00,133.7,134.32,133.23,133.77,60214200,131.3049843734,131.913878093,130.8434036505,131.3737304385,60214200,0.0,1.0
AAPL,2021-06-24 00:00:00+00:00,133.41,134.64,132.93,134.45,68710998,131.0201792465,132.2281458193,130.5487776571,132.0415493568,68710998,0.0,1.0
AAPL,2021-06-25 00:00:00+00:00,133.11,133.89,132.81,133.46,70783746,130.7255532531,131.4915808359,130.4309272598,131.0692835787,70783746,0.0,1.0
AAPL,2021-06-28 00:00:00+00:00,134.78,135.245,133.35,133.41,62111303,132.3656379495,132.8223082392,130.9612540478,131.0201792465,62111303,0.0,1.0
AAPL,2021-06-29 00:00:00+00:00,136.33,136.49,134.35,134.8,64556081,133.8878722485,134.0450061116,131.9433406924,132.3852796824,64556081,0.0,1.0
AAPL,2021-06-30 00:00:00+00:00,136.96,137.41,135.87,136.17,63261393,134.5065868346,134.9485258246,133.436112392,133.7307383854,63261393,0.0,1.0
AAPL,2021-07-01 00:00:00+00:00,137.27,137.33,135.76,136.6,52485781,134.8110336944,134.869958893,133.3280828611,134.1530356425,52485781,0.0,1.0
AAPL,2021-07-02 00:00:00+00:00,139.96,140.0,137.745,137.9,78945572,137.4528467682,137.4921302339,135.2775248505,135.4297482804,78945572,0.0,1.0
AAPL,2021-07-06 00:00:00+00:00,142.02,143.15,140.07,140.07,108181793,139.4759452559,140.5857031642,137.5608762991,137.5608762991,108181793,0.0,1.0
AAPL,2021-07-07 00:00:00+00:00,144.57,144.89,142.66,143.535,104911589,141.9802661994,142.2945339257,140.1044807084,140.9638065223,104911589,0.0,1.0
AAPL,2021-07-08 00:00:00+00:00,143.24,144.06,140.665,141.58,105575458,140.6740909622,141.4794020107,138.1452178525,139.0438271323,105575458,0.0,1.0
AAPL,2021-07-09 00:00:00+00:00,145.11,145.65,142.6522,142.75,99890800,142.5105929875,143.0409197755,140.0968204326,140.1928685064,99890800,0.0,1.0
AAPL,2021-07-12 00:00:00+00:00,144.5,146.32,144.0,146.21,76299719,141.9115201343,143.6989178274,141.4204768121,143.5908882965,76299719,0.0,1.0
AAPL,2021-07-13 00:00:00+00:00,145.64,147.46,143.63,144.03,100827099,143.0310989091,144.8184966021,141.0571047536,141.4499394114,100827099,0.0,1.0
AAPL,2021-07-14 00:00:00+00:00,149.15,149.57,147.68,148.1,127050785,146.4782230314,146.8906994221,145.0345556639,145.4470320546,127050785,0.0,1.0
AAPL,2021-07-15 00:00:00+00:00,148.48,150.0,147.09,149.24,106820297,145.8202249795,147.3129966792,144.4551245436,146.5666108294,106820297,0.0,1.0
AAPL,2021-07-16 00:00:00+00:00,146.39,149.76,145.88,148.46,93251426,143.7676638925,147.0772958845,143.2667997038,145.8005832466,93251426,0.0,1.0
AAPL,2021-07-19 00:00:00+00:00,142.45,144.07,141.67,143.75,121434571,139.898242513,141.4892228772,139.1322149303,141.1749551509,121434571,0.0,1.0
AAPL,2021-07-20 00:00:00+00:00,146.15,147.0997,142.96,143.46,96350036,143.5319630978,144.4646507841,140.3991067017,140.890150024,96350036,0.0,1.0
AAPL,2021-07-21 00:00:00+00:00,145.4,146.13,144.63,145.53,74993460,142.7953981144,143.5123213649,142.0391913981,142.9230693782,74993460,0.0,1.0
AAPL,2021-07-22 00:00:00+00:00,146.8,148.195,145.81,145.935,77338156,144.1703194167,145.5403302858,143.1980536386,143.3208144692,77338156,0.0,1.0
AAPL,2021-07-23 00:00:00+00:00,148.56,148.7177,146.92,147.55,71447416,145.8987919111,146.0536669749,144.2881698141,144.9068844001,71447416,0.0,1.0
AAPL,2021-07-26 00:00:00+00:00,148.99,149.83,147.7,148.27,72434089,146.3210891682,147.1460419496,145.0541973968,145.6139867842,72434089,0.0,1.0
AAPL,2021-07-27 00:00:00+00:00,146.77,149.21,145.55,149.12,104818578,144.1408568174,146.53714823,142.9427111111,146.448760432,104818578,0.0,1.0
AAPL,2021-07-28 00:00:00+00:00,144.98,146.97,142.54,144.81,118931191,142.3829217237,144.3372741463,139.986630311,142.2159669941,118931191,0.0,1.0
AAPL,2021-07-29 00:00:00+00:00,145.64,146.55,144.58,144.685,54323047,143.0310989091,143.9247977556,141.9900870659,142.0932061636,54323047,0.0,1.0
AAPL,2021-07-30 00:00:00+00:00,145.86,146.33,144.11,144.38,70440626,143.2471579709,143.7087386938,141.5285063429,141.793669737,70440626,0.0,1.0
AAPL,2021-08-02 00:00:00+00:00,145.52,146.95,145.25,146.36,62879961,142.9132485117,144.3176324134,142.6480851177,143.7382012931,62879961,0.0,1.0
AAPL,2021-08-03 00:00:00+00:00,147.36,148.045,145.18,145.81,64786618,144.7202879377,145.3930172892,142.5793390526,143.1980536386,64786618,0.0,1.0
AAPL,2021-08-04 00:00:00+00:00,146.95,147.79,146.28,147.27,56368271,144.3176324134,145.1425851948,143.6596343616,144.6319001397,56368271,0.0,1.0
AAPL,2021-08-05 00:00:00+00:00,147.06,147.84,146.17,146.98,46397674,144.4256619443,145.191689527,143.5516048307,144.3470950127,46397674,0.0,1.0
AAPL,2021-08-06 00:00:00+00:00,146.14,147.11,145.63,146.35,54126813,143.7382012931,144.6922594241,143.2365831006,143.9447499607,54126813,0.22,1.0
AAPL,2021-08-09 00:00:00+00:00,146.09,146.7,145.52,146.2,48908689,143.689023039,144.2889977399,143.1283909414,143.7972151981,48908689,0.0,1.0
AAPL,2021-08-10 00:00:00+00:00,145.6,147.71,145.3,146.44,69023081,143.2070761481,145.2823984741,142.9120066231,144.0332708182,69023081,0.0,1.0
AAPL,2021-08-11 00:00:00+00:00,145.86,146.72,145.53,146.05,48493463,143.4628030698,144.3086690415,143.1382265922,143.6496804356,48493463,0.0,1.0
AAPL,2021-08-12 00:00:00+00:00,148.89,149.05,145.84,146.19,73779113,146.4430052726,146.6003756859,143.4431317681,143.7873795473,73779113,0.0,1.0
AAPL,2021-08-13 00:00:00+00:00,149.1,149.4444,148.27,148.97,58846293,146.6495539401,146.9882937548,145.8331949209,146.5216904793,58846293,0.0,1.0
AAPL,2021-08-16 00:00:00+00:00,151.12,151.19,146.47,148.535,103558782,148.6363554086,148.7052049645,144.0627777707,146.093839668,103558782,0.0,1.0
AAPL,2021-08-17 00:00:00+00:00,150.19,151.68,149.09,150.23,92229735,147.721639881,149.1871518554,146.6397182893,147.7609824844,92229735,0.0,1.0
AAPL,2021-08-18 00:00:00+00:00,146.36,150.72,146.15,149.8,86325990,143.9545856115,148.2429293753,143.748036944,147.3380494985,86325990,0.0,1.0
AAPL,2021-08-19 00:00:00+00:00,146.7,148.0,144.5,145.03,86960310,144.2889977399,145.5676323483,142.1251545563,142.6464440505,86960310,0.0,1.0
AAPL,2021-08-20 00:00:00+00:00,148.19,148.5,146.78,147.44,60549630,145.7545097142,146.05941489,144.3676829465,145.0168359016,60549630,0.0,1.0
AAPL,2021-08-23 00:00:00+00:00,149.71,150.19,147.89,148.31,60131810,147.249528641,147.721639881,145.4594401891,145.8725375242,60131810,0.0,1.0
AAPL,2021-08-24 00:00:00+00:00,149.62,150.86,149.15,149.45,48606428,147.1610077835,148.3806284869,146.6987321943,146.9938017193,48606428,0.0,1.0
AAPL,2021-08-25 00:00:00+00:00,148.36,150.32,147.8,149.81,58991297,145.9217157784,147.8495033419,145.3709193316,147.3478851493,58991297,0.0,1.0
AAPL,2021-08-26 00:00:00+00:00,147.54,149.12,147.51,148.35,48597195,145.1151924099,146.6692252418,145.0856854574,145.9118801275,48597195,0.0,1.0
AAPL,2021-08-27 00:00:00+00:00,148.6,148.75,146.83,147.48,55802388,146.1577713984,146.3053061609,144.4168612007,145.0561785049,55802388,0.0,1.0
AAPL,2021-08-30 00:00:00+00:00,153.12,153.49,148.61,149.0,90956723,150.6034855755,150.9674046564,146.1676070492,146.5511974318,90956723,0.0,1.0
AAPL,2021-08-31 00:00:00+00:00,151.83,152.8,151.29,152.66,86453117,149.3346866179,150.2887447488,148.8035614728,150.1510456371,86453117,0.0,1.0
